0  3e-06
5  8.2e-05
10  0.000235
15  0.000358
20  0.000408
25  0.000862
30  0.000785
35  0.001064
40  0.001542
45  0.001601
50  0.001938
55  0.003314
60  0.002791
65  0.002961
70  0.004347
75  0.005969
80  0.007264
85  0.006137
90  0.005443
95  0.006756
100  0.007246
105  0.007167
110  0.007736
115  0.008464
120  0.009132
125  0.009845
130  0.010697
135  0.011609
140  0.012441
145  0.013341
150  0.014245
155  0.015172
160  0.016174
165  0.017183
170  0.018165
175  0.019325
180  0.020317
185  0.021431
190  0.022498
195  0.023641
200  0.02489
205  0.026217
210  0.027472
215  0.028711
220  0.030252
225  0.031401
230  0.032828
235  0.034246
240  0.035697
245  0.037209
250  0.038726
255  0.040373
260  0.042135
265  0.043999
270  0.045779
275  0.047495
280  0.049243
285  0.050993
290  0.052988
295  0.05483
300  0.056555
305  0.059484
310  0.06045
315  0.062657
320  0.064385
325  0.066725
330  0.068977
335  0.071355
340  0.073101
345  0.075416
350  0.078176
355  0.079956
360  0.082168
365  0.085126
370  0.086927
375  0.089129
380  0.093515
385  0.094051
390  0.097154
395  0.099024
400  0.102284
405  0.104303
410  0.107109
415  0.11049
420  0.112169
425  0.115826
430  0.117707
435  0.123925
440  0.124476
445  0.126852
450  0.129713
455  0.133136
460  0.134971
465  0.13929
470  0.142351
475  0.145987
480  0.148634
485  0.152292
490  0.155126
495  0.176623
