0  3e-06
5  5.4e-05
10  0.000144
15  0.000252
20  0.000406
25  0.000573
30  0.000753
35  0.001147
40  0.001368
45  0.001599
50  0.001915
55  0.002221
60  0.003233
65  0.002933
70  0.003456
75  0.004151
80  0.005662
85  0.004961
90  0.005458
95  0.006704
100  0.008316
105  0.009189
110  0.008635
115  0.008644
120  0.009582
125  0.009866
130  0.010726
135  0.011606
140  0.012447
145  0.016294
150  0.014257
155  0.015192
160  0.016136
165  0.017343
170  0.019267
175  0.020458
180  0.02038
185  0.021458
190  0.02258
195  0.0253
200  0.026139
205  0.026434
210  0.027598
215  0.028862
220  0.030045
225  0.032812
230  0.032809
235  0.03569
240  0.036772
245  0.039785
250  0.039569
255  0.040785
260  0.042989
265  0.045402
270  0.046211
275  0.047637
280  0.072887
285  0.052987
290  0.05333
295  0.055109
300  0.057267
305  0.062565
310  0.063673
315  0.064115
320  0.068794
325  0.070206
330  0.06923
335  0.071892
340  0.074282
345  0.079765
350  0.082031
355  0.082848
360  0.083029
365  0.085855
370  0.087071
375  0.089704
380  0.09803
385  0.100367
390  0.102044
395  0.109632
400  0.104989
405  0.107149
410  0.116585
415  0.115599
420  0.120382
425  0.121544
430  0.119517
435  0.123708
440  0.135615
445  0.130942
450  0.131829
455  0.140469
460  0.136569
465  0.141977
470  0.147153
475  0.147267
480  0.150024
485  0.161021
490  0.163296
495  0.159582
