0  1e-06
5  4e-06
10  4.4e-05
15  0.000159
20  0.000434
25  0.001214
30  0.00166
35  0.00259
40  0.005069
45  0.006177
50  0.008453
55  0.011359
60  0.018303
65  0.022524
70  0.027025
75  0.033198
80  0.047259
85  0.055154
90  0.063022
95  0.073895
100  0.086533
105  0.098785
110  0.111654
115  0.151527
120  0.166378
125  0.187548
130  0.2083
135  0.233206
140  0.258452
145  0.294594
150  0.317993
155  0.354671
160  0.446754
165  0.489391
170  0.537667
175  0.591574
180  0.629873
185  0.680412
190  0.722758
195  0.79768
200  0.872327
205  0.930768
210  0.987961
215  1.03991
220  1.1119
225  1.29576
230  1.45804
235  1.5176
240  1.62642
245  1.75049
